,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
387,havre-saint-pierre,75,US,1564878393,53,58.3,-134.42,295.15,4.1
388,monrovia,75,US,1564878393,53,58.3,-134.42,295.15,4.1
389,camana,75,US,1564878393,53,58.3,-134.42,295.15,4.1
390,uige,75,US,1564878393,53,58.3,-134.42,295.15,4.1
391,kholodnyy,75,US,1564878393,53,58.3,-134.42,295.15,4.1
392,port macquarie,75,US,1564878393,53,58.3,-134.42,295.15,4.1
393,ylivieska,75,US,1564878393,53,58.3,-134.42,295.15,4.1
394,riachao das neves,75,US,1564878393,53,58.3,-134.42,295.15,4.1
395,onalaska,75,US,1564878393,53,58.3,-134.42,295.15,4.1
396,ballina,75,US,1564878393,53,58.3,-134.42,295.15,4.1
397,vila do maio,75,US,1564878393,53,58.3,-134.42,295.15,4.1
398,kysyl-syr,75,US,1564878393,53,58.3,-134.42,295.15,4.1
399,port hardy,75,US,1564878393,53,58.3,-134.42,295.15,4.1
400,saint-joseph,0,FR,1564878625,82,43.56,6.97,297.15,1.5
401,alotau,0,FR,1564878625,82,43.56,6.97,297.15,1.5
402,buala,0,FR,1564878625,82,43.56,6.97,297.15,1.5
403,sioux lookout,0,FR,1564878625,82,43.56,6.97,297.15,1.5
404,albanel,0,FR,1564878625,82,43.56,6.97,297.15,1.5
405,luena,0,FR,1564878625,82,43.56,6.97,297.15,1.5
406,kaminskiy,0,FR,1564878625,82,43.56,6.97,297.15,1.5
407,hjelset,0,FR,1564878625,82,43.56,6.97,297.15,1.5
408,pundaguitan,0,FR,1564878625,82,43.56,6.97,297.15,1.5
409,shubarshi,0,FR,1564878625,82,43.56,6.97,297.15,1.5
410,isangel,0,FR,1564878625,82,43.56,6.97,297.15,1.5
411,rawannawi,0,FR,1564878625,82,43.56,6.97,297.15,1.5
412,namibe,0,FR,1564878625,82,43.56,6.97,297.15,1.5
413,barentu,0,FR,1564878625,82,43.56,6.97,297.15,1.5
414,vanimo,0,FR,1564878625,82,43.56,6.97,297.15,1.5
415,vitim,0,FR,1564878625,82,43.56,6.97,297.15,1.5
416,attawapiskat,0,FR,1564878625,82,43.56,6.97,297.15,1.5
417,turtkul,0,FR,1564878625,82,43.56,6.97,297.15,1.5
418,aswan,0,FR,1564878625,82,43.56,6.97,297.15,1.5
419,watsa,0,FR,1564878625,82,43.56,6.97,297.15,1.5
420,souillac,0,FR,1564878625,82,43.56,6.97,297.15,1.5
421,coahuayana,0,FR,1564878625,82,43.56,6.97,297.15,1.5
422,biak,0,FR,1564878625,82,43.56,6.97,297.15,1.5
423,port elizabeth,0,FR,1564878625,82,43.56,6.97,297.15,1.5
424,beitbridge,0,FR,1564878625,82,43.56,6.97,297.15,1.5
425,pailon,0,FR,1564878625,82,43.56,6.97,297.15,1.5
426,ahipara,0,FR,1564878625,82,43.56,6.97,297.15,1.5
427,sideropolis,0,FR,1564878625,82,43.56,6.97,297.15,1.5
428,balgazyn,0,FR,1564878625,82,43.56,6.97,297.15,1.5
429,charters towers,0,FR,1564878625,82,43.56,6.97,297.15,1.5
430,maykain,0,FR,1564878625,82,43.56,6.97,297.15,1.5
431,esperance,0,FR,1564878625,82,43.56,6.97,297.15,1.5
432,kurilsk,0,FR,1564878625,82,43.56,6.97,297.15,1.5
433,stollberg,0,FR,1564878625,82,43.56,6.97,297.15,1.5
434,primorsk,0,FR,1564878625,82,43.56,6.97,297.15,1.5
435,fortuna,0,FR,1564878625,82,43.56,6.97,297.15,1.5
436,norman wells,0,FR,1564878625,82,43.56,6.97,297.15,1.5
437,nara,0,FR,1564878625,82,43.56,6.97,297.15,1.5
438,scalea,0,FR,1564878625,82,43.56,6.97,297.15,1.5
439,san rafael,0,FR,1564878625,82,43.56,6.97,297.15,1.5
440,tammisaari,0,FR,1564878625,82,43.56,6.97,297.15,1.5
441,concepcion del oro,0,FR,1564878625,82,43.56,6.97,297.15,1.5
442,pringsewu,0,FR,1564878625,82,43.56,6.97,297.15,1.5
443,manitouwadge,0,FR,1564878625,82,43.56,6.97,297.15,1.5
444,sault sainte marie,0,FR,1564878625,82,43.56,6.97,297.15,1.5
445,rocha,0,FR,1564878625,82,43.56,6.97,297.15,1.5
446,matagami,0,FR,1564878625,82,43.56,6.97,297.15,1.5
447,samalaeulu,0,FR,1564878625,82,43.56,6.97,297.15,1.5
448,salalah,0,FR,1564878625,82,43.56,6.97,297.15,1.5
449,camacha,0,FR,1564878625,82,43.56,6.97,297.15,1.5
450,port-gentil,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
451,kaitangata,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
452,allanmyo,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
453,morondava,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
454,darhan,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
455,ventspils,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
456,dali,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
457,tateyama,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
458,mocajuba,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
459,srandakan,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
460,serenje,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
461,pacifica,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
462,tilichiki,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
463,portland,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
464,broken hill,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
465,christchurch,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
466,sennoy,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
467,whithorn,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
468,hukuntsi,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
469,lavrentiya,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
470,gardabani,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
471,shelburne,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
472,bandarbeyla,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
473,uyuni,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
474,jalu,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
475,aksum,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
476,nanortalik,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
477,mogadishu,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
478,vila velha,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
479,cayenne,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
480,chicama,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
481,sinnamary,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
482,alakurtti,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
483,methoni,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
484,ibanda,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
485,ambilobe,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
486,porto walter,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
487,sangar,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
488,mkushi,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
489,hamilton,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
490,lifford,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
491,aksu,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
492,tuy hoa,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
493,plattsburgh,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
494,mamakan,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
495,mitu,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
496,tucuma,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
497,san quintin,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
498,irati,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
499,ruatoria,75,GA,1564878549,88,-0.72,8.78,296.15,3.1
500,statesville,1,US,1564878633,78,35.78,-80.89,301.48,0.96
501,gustavo diaz ordaz,1,US,1564878633,78,35.78,-80.89,301.48,0.96
502,black river,1,US,1564878633,78,35.78,-80.89,301.48,0.96
503,husavik,1,US,1564878633,78,35.78,-80.89,301.48,0.96
504,sorvag,1,US,1564878633,78,35.78,-80.89,301.48,0.96
505,san policarpo,1,US,1564878633,78,35.78,-80.89,301.48,0.96
506,buchanan,1,US,1564878633,78,35.78,-80.89,301.48,0.96
507,padre bernardo,1,US,1564878633,78,35.78,-80.89,301.48,0.96
508,sistranda,1,US,1564878633,78,35.78,-80.89,301.48,0.96
509,shitanjing,1,US,1564878633,78,35.78,-80.89,301.48,0.96
510,bagotville,1,US,1564878633,78,35.78,-80.89,301.48,0.96
511,malayal,1,US,1564878633,78,35.78,-80.89,301.48,0.96
512,aklavik,1,US,1564878633,78,35.78,-80.89,301.48,0.96
513,palafrugell,1,US,1564878633,78,35.78,-80.89,301.48,0.96
514,biscarrosse,1,US,1564878633,78,35.78,-80.89,301.48,0.96
515,lolua,1,US,1564878633,78,35.78,-80.89,301.48,0.96
516,mill valley,1,US,1564878633,78,35.78,-80.89,301.48,0.96
517,hermiston,1,US,1564878633,78,35.78,-80.89,301.48,0.96
518,abu samrah,1,US,1564878633,78,35.78,-80.89,301.48,0.96
519,pimentel,1,US,1564878633,78,35.78,-80.89,301.48,0.96
520,tamandare,1,US,1564878633,78,35.78,-80.89,301.48,0.96
521,los llanos de aridane,1,US,1564878633,78,35.78,-80.89,301.48,0.96
522,nurota,1,US,1564878633,78,35.78,-80.89,301.48,0.96
523,pekan nenas,1,US,1564878633,78,35.78,-80.89,301.48,0.96
524,natal,1,US,1564878633,78,35.78,-80.89,301.48,0.96
525,erenhot,1,US,1564878633,78,35.78,-80.89,301.48,0.96
526,hopelchen,1,US,1564878633,78,35.78,-80.89,301.48,0.96
527,teya,1,US,1564878633,78,35.78,-80.89,301.48,0.96
528,paradwip,1,US,1564878633,78,35.78,-80.89,301.48,0.96
529,genhe,1,US,1564878633,78,35.78,-80.89,301.48,0.96
530,tabuk,1,US,1564878633,78,35.78,-80.89,301.48,0.96
531,mahon,1,US,1564878633,78,35.78,-80.89,301.48,0.96
532,haines junction,1,US,1564878633,78,35.78,-80.89,301.48,0.96
533,mackay,1,US,1564878633,78,35.78,-80.89,301.48,0.96
534,alekseyevka,1,US,1564878633,78,35.78,-80.89,301.48,0.96
535,tuatapere,1,US,1564878633,78,35.78,-80.89,301.48,0.96
536,abaetetuba,1,US,1564878633,78,35.78,-80.89,301.48,0.96
537,waipawa,1,US,1564878633,78,35.78,-80.89,301.48,0.96
538,zhezkazgan,1,US,1564878633,78,35.78,-80.89,301.48,0.96
539,marawi,1,US,1564878633,78,35.78,-80.89,301.48,0.96
540,nileshwar,1,US,1564878633,78,35.78,-80.89,301.48,0.96
541,port hedland,1,US,1564878633,78,35.78,-80.89,301.48,0.96
542,bonavista,1,US,1564878633,78,35.78,-80.89,301.48,0.96
543,pontivy,1,US,1564878633,78,35.78,-80.89,301.48,0.96
544,wahpeton,1,US,1564878633,78,35.78,-80.89,301.48,0.96
545,le port,1,US,1564878633,78,35.78,-80.89,301.48,0.96
546,babanusah,1,US,1564878633,78,35.78,-80.89,301.48,0.96
547,ngunguru,1,US,1564878633,78,35.78,-80.89,301.48,0.96
548,roald,1,US,1564878633,78,35.78,-80.89,301.48,0.96
549,goba,1,US,1564878633,78,35.78,-80.89,301.48,0.96
550,puerto leguizamo,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
551,normandin,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
552,taybad,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
553,wanning,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
554,osoyoos,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
555,leh,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
556,lorengau,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
557,biloela,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
558,bela,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
559,bocas del toro,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
560,sampit,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
561,sao gabriel da cachoeira,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
562,davenda,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
563,vestmanna,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
564,bilma,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
565,tamuin,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
566,sharkan,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
567,yulara,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
568,barabinsk,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
569,zaysan,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
570,la rioja,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
571,george town,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
572,bethel,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
573,cabedelo,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
574,santa cruz,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
575,kayseri,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
576,laguna,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
577,port blair,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
578,ginda,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
579,faranah,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
580,lai,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
581,trairi,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
582,falealupo,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
583,dhidhdhoo,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
584,baoqing,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
585,perth,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
586,agboville,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
587,villarrica,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
588,skagastrond,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
589,okitipupa,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
590,mbini,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
591,huasahuasi,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
592,nelson bay,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
593,alta floresta,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
594,hofn,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
595,jiddah,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
596,labuan,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
597,tawkar,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
598,jaisinghnagar,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
599,buenaventura,72,CO,1564878637,95,-0.19,-74.78,296.1,0.36
600,tyukhtet,51,RU,1564878640,91,56.54,89.31,288.0,1.1
601,zhuhai,51,RU,1564878640,91,56.54,89.31,288.0,1.1
602,neyshabur,51,RU,1564878640,91,56.54,89.31,288.0,1.1
603,dehloran,51,RU,1564878640,91,56.54,89.31,288.0,1.1
604,erdenet,51,RU,1564878640,91,56.54,89.31,288.0,1.1
605,halalo,51,RU,1564878640,91,56.54,89.31,288.0,1.1
606,corning,51,RU,1564878640,91,56.54,89.31,288.0,1.1
607,hami,51,RU,1564878640,91,56.54,89.31,288.0,1.1
608,kearney,51,RU,1564878640,91,56.54,89.31,288.0,1.1
609,parkes,51,RU,1564878640,91,56.54,89.31,288.0,1.1
610,astorga,51,RU,1564878640,91,56.54,89.31,288.0,1.1
611,arman,51,RU,1564878640,91,56.54,89.31,288.0,1.1
612,sukumo,51,RU,1564878640,91,56.54,89.31,288.0,1.1
613,yenagoa,51,RU,1564878640,91,56.54,89.31,288.0,1.1
614,nenjiang,51,RU,1564878640,91,56.54,89.31,288.0,1.1
615,havoysund,51,RU,1564878640,91,56.54,89.31,288.0,1.1
616,kavaratti,51,RU,1564878640,91,56.54,89.31,288.0,1.1
617,guaiba,51,RU,1564878640,91,56.54,89.31,288.0,1.1
618,shahrud,51,RU,1564878640,91,56.54,89.31,288.0,1.1
619,vilcun,51,RU,1564878640,91,56.54,89.31,288.0,1.1
620,geraldton,51,RU,1564878640,91,56.54,89.31,288.0,1.1
621,nynashamn,51,RU,1564878640,91,56.54,89.31,288.0,1.1
622,lebanon,51,RU,1564878640,91,56.54,89.31,288.0,1.1
